W2m0m0_8786	764	2391	5040	8375	11955	1.0247734870E+03	3.1672760882E+03	6.5668648641E+03	1.1038555926E+04	1.6734209599E+04	24593592	69172695	137841039	225250918	316839135	32988038	91630708	179599896	296888938	443500836	7.4553060E-01	7.5490740E-01	7.6748950E-01	7.5870430E-01	7.1440480E-01	
W2m0m0_9025	731	2244	4543	7822	12353	1.2160588115E+03	3.3209531761E+03	6.6338627513E+03	1.1354734778E+04	1.8197364386E+04	21443639	66960625	133007719	221166654	325563162	35672676	99096747	194222970	321054551	479591313	6.0112220E-01	6.7570960E-01	6.8481970E-01	6.8887560E-01	6.7883460E-01	
W2m0m0_9128	1615	4665	9271	14422	20767	2.0833427825E+03	6.0234592254E+03	1.2378354024E+04	2.0016083026E+04	3.0236353997E+04	46453140	128919309	244357012	388591689	553337107	59924343	166460922	326257966	539320726	805648223	7.7519650E-01	7.7447190E-01	7.4896870E-01	7.2052060E-01	6.8682220E-01	
W2m0m0_9140	900	2160	4264	7090	10924	1.1648011130E+03	3.1008950285E+03	5.8856766243E+03	1.0151744033E+04	1.5897823645E+04	24568595	61523429	125418503	199863473	293742339	31797252	88323007	173117437	286172471	427486626	7.7266410E-01	6.9657310E-01	7.2447070E-01	6.9840220E-01	6.8713810E-01	
W2m0m0_9795	983	2872	5766	10064	16140	1.5432860802E+03	4.1896376415E+03	8.3616045128E+03	1.4763478609E+04	2.3727237677E+04	28547931	85348323	168273020	274973104	409880459	44819557	124505065	244022276	403374358	602560785	6.3695250E-01	6.8550080E-01	6.8958060E-01	6.8168220E-01	6.8023090E-01	
W2m0m0_10034	1066	2920	5704	9490	13744	1.2875229260E+03	3.6729959810E+03	7.4496652333E+03	1.2612192004E+04	1.8566575697E+04	30792061	82133004	155039314	251856634	370127714	37190886	103313080	202487901	334716989	500000307	8.2794640E-01	7.9499130E-01	7.6567200E-01	7.5244650E-01	7.4025500E-01	
W2m0m0_10523	1840	4692	9150	14708	21052	2.1768932577E+03	6.1086246943E+03	1.2113578208E+04	1.9883192618E+04	2.9934913805E+04	50656394	127861253	246441279	398943053	566571281	59931284	166465560	326260733	539316125	805636636	8.4524130E-01	7.6809430E-01	7.5535070E-01	7.3972020E-01	7.0325910E-01	
W2m0m0_10934	1455	4425	9284	16753	25378	2.3098260658E+03	6.4659094114E+03	1.3616766442E+04	2.4688254534E+04	3.7616778145E+04	43423573	131037329	255866324	420952524	625180159	68935327	191474689	375277033	620341614	926679145	6.2991760E-01	6.8435850E-01	6.8180650E-01	6.7858180E-01	6.7464580E-01	
W2m0m0_11212	914	2410	4540	7570	11188	1.0811552735E+03	2.9221797643E+03	5.9032476591E+03	9.8438550601E+03	1.4944751005E+04	25085389	67975084	124234222	205344984	298613169	29673086	82421334	161538630	267025926	398882683	8.4539200E-01	8.2472680E-01	7.6906820E-01	7.6900770E-01	7.4862400E-01	
W2m0m0_11338	665	1813	3684	6119	9545	1.0549762129E+03	2.7065446613E+03	5.3500992317E+03	8.8342583205E+03	1.4001965348E+04	18101161	53435081	107658576	179011108	263177722	28716232	79770785	156347466	258445885	386066563	6.3034600E-01	6.6985780E-01	6.8858540E-01	6.9264450E-01	6.8169000E-01	
W2m0m0_11651	540	1663	3665	6371	10119	9.3498305282E+02	2.8357170135E+03	5.3766110893E+03	9.3278155525E+03	1.4925894400E+04	17138837	48336350	110114415	182382027	270422577	29675041	82422255	161539532	267026512	398883173	5.7755060E-01	5.8644780E-01	6.8165610E-01	6.8301090E-01	6.7794930E-01	
W2m0m0_11663	1251	3589	7360	11808	16762	1.6035950493E+03	4.6801473939E+03	9.6304055394E+03	1.5989547919E+04	2.3482158762E+04	36844110	100607135	196515644	313895206	453245216	47228643	131194266	257136596	425054407	634958604	7.8012210E-01	7.6685620E-01	7.6424610E-01	7.3848240E-01	7.1381850E-01	
W2m0m0_11728	963	2495	4681	7812	11529	1.1412380275E+03	3.0394446129E+03	6.0877306214E+03	1.0163160810E+04	1.5396867866E+04	25904079	69993996	128500273	212339434	308992587	30698567	85267685	167117079	276246776	412656608	8.4382050E-01	8.2087370E-01	7.6892360E-01	7.6865850E-01	7.4878870E-01	
W2m0m0_11729	676	2015	4193	6947	10388	9.6780724961E+02	2.6804383585E+03	5.6174474223E+03	9.3939091486E+03	1.4450327095E+04	20057858	59962480	116692845	191116945	277537022	28716184	79764631	156335779	258433168	386070538	6.9848620E-01	7.5174270E-01	7.4642440E-01	7.3952170E-01	7.1887650E-01	
W2m0m0_11896	853	2052	4211	6854	10903	1.1894170248E+03	3.0313296975E+03	5.9323112839E+03	9.9459505096E+03	1.5861752941E+04	22803735	59789779	122888267	197209907	293845448	31797363	88324821	173120744	286174493	427488205	7.1715810E-01	6.7693070E-01	7.0984140E-01	6.8912470E-01	6.8737670E-01	
