W1	34.5000	-7.0000	30.0000	39.0000	-11.5000	-3.5000
W2	133.5000	-4.2500	132.0000	137.0000	-6.0000	-0.5000
W3	214.4750	54.5086	208.0000	221.0000	51.0000	58.0000
W4	333.3250	1.3167	329.5000	336.0000	-1.5000	5.0000
